order_id,restaurant_id,order_date,order_timestamp,number_of_customers,turnover
570699d3f5eec8c7a2a646c0020d99fb,d8a7031d63e3762cfac9ac452816f6fe,2021-07-12,2021-07-12 18:45:08.000000,2,4650.00
0757bea2e7d249b0b96f5efdb5d55e6c,77a44d5cfb595b3545d61aa742268c9b,2021-06-27,2021-06-27 12:42:32.000000,4,6040.00
d3f8382acb7be33016fef9b5eec990d1,0b7e2607202cb7cafc1afda7ba96a535,2021-06-27,2021-06-27 14:25:10.000000,1,1870.00
e61f97db80112f4912a79c2104f3bf0a,4195cac6ce8d484d041594a3faa2e13d,2021-06-09,2021-06-09 19:17:57.000000,1,2130.00
59dcb8ad7d7becda3faa39f05f9a67de,09ff53617a5f5038297df773580f61a6,2021-07-04,2021-07-04 18:38:31.000000,1,950.00
07eff58635a01c7425a5c17cbc7d8a61,62519b8f83ec10cacb56d46342ace8f1,2021-07-09,2021-07-09 17:38:16.000000,3,3100.00
0fc9366b57cbd041075127b271fb103c,77a44d5cfb595b3545d61aa742268c9b,2021-06-30,2021-06-30 11:43:57.000000,4,3550.00
12e68c8d53719535da199f36b0c40bb6,6b339b7d02cfba0555465b5af99b37de,2021-07-03,2021-07-03 23:28:57.000000,2,800.00
24a582cf01f9c3f6b4a8be241bc94f4e,b951192c7624a51dadac361bca012417,2021-07-09,2021-07-09 10:20:54.000000,1,1300.00
9a2c35b6616a2e52dc82a894fcadfb67,b951192c7624a51dadac361bca012417,2021-07-09,2021-07-09 10:50:51.000000,1,1300.00
9ebfb61794d0798d2731104d346c8192,0b7e2607202cb7cafc1afda7ba96a535,2021-06-19,2021-06-19 09:10:36.000000,1,850.00
ad1963b3f22b358b082bab0096b366bc,77a44d5cfb595b3545d61aa742268c9b,2021-06-26,2021-06-26 17:18:30.000000,2,2090.00
a48d0b56f68a6bbbb668401bcae592ab,77a44d5cfb595b3545d61aa742268c9b,2021-06-28,2021-06-28 10:47:34.000000,4,8780.00
a436af3617987d6f1c6fbc3ba72ace5d,6b339b7d02cfba0555465b5af99b37de,2021-06-18,2021-06-18 17:37:25.000000,2,7050.00
cddea63bcf97b35adc362536ca83190d,b951192c7624a51dadac361bca012417,2021-06-24,2021-06-24 09:49:04.000000,1,1500.00
ca4b66e3bd9835716cf08908cea64e1b,0b7e2607202cb7cafc1afda7ba96a535,2021-07-06,2021-07-06 13:58:51.000000,1,1000.00
ad54d2efba9e57bfdac9552691d7cfce,8a09e81751d5d2a9943290afae36f520,2021-06-29,2021-06-29 14:52:11.000000,1,1950.00
6c3e7dcd6428b013e2e6f62a88481e13,0b7e2607202cb7cafc1afda7ba96a535,2021-06-09,2021-06-09 10:05:59.000000,1,350.00
82149a4ee8c84fd3942f7ec6a7f7db0c,b951192c7624a51dadac361bca012417,2021-06-29,2021-06-29 10:02:46.000000,1,300.00
e2f2264e6098f39e703dc7505c2965ac,8a09e81751d5d2a9943290afae36f520,2021-07-06,2021-07-06 20:39:39.000000,1,2550.00
a34ef9f9a3c9123a51747ee605f78406,0b7e2607202cb7cafc1afda7ba96a535,2021-06-14,2021-06-14 09:54:19.000000,1,700.00
b3464f82bd6f48202efe186ad7dbcc41,62519b8f83ec10cacb56d46342ace8f1,2021-06-26,2021-06-26 18:55:55.000000,2,4370.00
8093d8d189f66e6121509b0039867c76,47348419f65e9ff93ab474a090e66a41,2021-05-31,2021-05-31 07:26:18.000000,1,265.00
d3a2fb8077c82c8e16894954a9c49687,8a09e81751d5d2a9943290afae36f520,2021-06-19,2021-06-19 20:24:55.000000,1,3450.00
37ff7d86cf7f90601a522e41c87767a0,0b7e2607202cb7cafc1afda7ba96a535,2021-07-10,2021-07-10 14:17:15.000000,1,350.00
5b97f50d5aa7f73f0c67bd13181e102b,0b7e2607202cb7cafc1afda7ba96a535,2021-07-03,2021-07-03 14:38:45.000000,1,500.00
0911c2fc02c9e6c472a2a643114e1a85,62519b8f83ec10cacb56d46342ace8f1,2021-06-20,2021-06-20 17:56:35.000000,2,400.00
9371b272f15d523822b17e99e62cb77f,77a44d5cfb595b3545d61aa742268c9b,2021-07-01,2021-07-01 11:01:22.000000,4,1180.00
1798de45fa9caebcbb41901766478fa3,0b7e2607202cb7cafc1afda7ba96a535,2021-06-22,2021-06-22 09:25:55.000000,1,600.00
f16110742e1cbadc3908522bf11841fc,6b339b7d02cfba0555465b5af99b37de,2021-06-17,2021-06-17 17:43:20.000000,2,8000.00
219d53d7330c0476fdc8bc56f807a91c,0b7e2607202cb7cafc1afda7ba96a535,2021-06-24,2021-06-24 09:07:48.000000,1,230.00
dbb02847b49afa9cb0044b8914273718,6b339b7d02cfba0555465b5af99b37de,2021-06-18,2021-06-18 17:39:57.000000,2,2050.00
3e3b274ab7974c07e4604c05c0de13bd,09ff53617a5f5038297df773580f61a6,2021-06-13,2021-06-13 15:19:35.000000,1,2400.00
e1046b86ade13b4061362ee08f1b3176,ddd6bac0f8779a7a0a2e576f833c755a,2021-07-03,2021-07-03 18:22:03.000000,2,4440.00
fa8deeafc68d5850bf17c008cf07b05c,47348419f65e9ff93ab474a090e66a41,2021-06-02,2021-06-02 10:12:23.000000,1,395.00
878aa20b0d044c2dbb54174928fa5c74,8a09e81751d5d2a9943290afae36f520,2021-06-12,2021-06-12 21:37:31.000000,1,8750.00
8b17cd870df11aabf7b7810a444120b4,6b339b7d02cfba0555465b5af99b37de,2021-06-28,2021-06-28 20:04:11.000000,2,4350.00
0993ca2dcb1af9fa1a04e2abb6ff29c3,8a09e81751d5d2a9943290afae36f520,2021-07-07,2021-07-07 21:08:10.000000,1,6000.00
c9af8eea958453f6df13ff2e91cf6fef,6b339b7d02cfba0555465b5af99b37de,2021-07-07,2021-07-07 21:33:59.000000,2,500.00
ce942797394bd9940fbf4122de35a439,ddd6bac0f8779a7a0a2e576f833c755a,2021-07-09,2021-07-09 20:15:32.000000,5,5800.00
6c8cbe0a314b92cb75937ff6ee6b1586,0b7e2607202cb7cafc1afda7ba96a535,2021-06-23,2021-06-23 14:27:03.000000,1,750.00
f34dfc5d23fe9dd97d0ba735c29231a6,0b7e2607202cb7cafc1afda7ba96a535,2021-06-20,2021-06-20 10:54:43.000000,1,700.00
f212eec3e8eadb8f4c1b9611cdb1e9a8,8a09e81751d5d2a9943290afae36f520,2021-06-04,2021-06-04 19:59:25.000000,1,500.00
099c9b36a6b83238e17761e11481dcee,cc535d6609c5a9ed0fec0f30ba78b7fd,2021-05-28,2021-05-28 09:18:59.000000,1,800.00
446d95f64a29e5748472624542d1261a,b951192c7624a51dadac361bca012417,2021-06-19,2021-06-19 09:51:59.000000,1,800.00
227afc72d20a6145e838d280bcf221aa,8a09e81751d5d2a9943290afae36f520,2021-06-03,2021-06-03 19:50:33.000000,1,4400.00
36a991df566440bfe85513af5f830047,0b7e2607202cb7cafc1afda7ba96a535,2021-06-06,2021-06-06 13:27:16.000000,1,850.00
9ad4b83daffe5dcc93cbfa421f51f121,0b7e2607202cb7cafc1afda7ba96a535,2021-06-27,2021-06-27 10:04:49.000000,1,2200.00
165e61bb3461df2d5f035fb3582deeea,47348419f65e9ff93ab474a090e66a41,2021-06-01,2021-06-01 13:32:02.000000,1,920.00
3b445f179f84b10c961b8871aae93e49,ddd6bac0f8779a7a0a2e576f833c755a,2021-06-20,2021-06-20 19:27:23.000000,2,2750.00
8e4e64272f3e0ca31d73292657541035,8a09e81751d5d2a9943290afae36f520,2021-06-20,2021-06-20 20:05:59.000000,1,1850.00
1e38a38f8b6f293cf527761e44276ed4,77a44d5cfb595b3545d61aa742268c9b,2021-07-01,2021-07-01 12:35:01.000000,4,2210.00
8bc3670d1b84570048be1d08d73125ce,0b7e2607202cb7cafc1afda7ba96a535,2021-06-26,2021-06-26 09:46:04.000000,1,0.00
caa3b375f926ca13b0d98f6866312a50,0b7e2607202cb7cafc1afda7ba96a535,2021-06-13,2021-06-13 12:35:59.000000,1,530.00
2ae2af4b0e818a56923c1bfbe906cda2,0b7e2607202cb7cafc1afda7ba96a535,2021-06-21,2021-06-21 09:30:15.000000,1,500.00
cbfb259c7589714d1ef1cf730f8f23c4,6b339b7d02cfba0555465b5af99b37de,2021-06-08,2021-06-08 18:49:28.000000,2,1000.00
f11f87e002c92f76ae4aadf9f2cb902e,0b7e2607202cb7cafc1afda7ba96a535,2021-06-05,2021-06-05 10:15:17.000000,1,600.00
ffdd8b76e9a124afab88f4e9b9841f0a,b951192c7624a51dadac361bca012417,2021-07-07,2021-07-07 18:20:34.000000,1,130.00
9bdef94c8d54cba3a1ebc74c5dba3e5c,8a09e81751d5d2a9943290afae36f520,2021-06-05,2021-06-05 19:56:44.000000,1,6020.00
43a496f5a5e089c57b0b149a9ac088ba,47348419f65e9ff93ab474a090e66a41,2021-05-31,2021-05-31 12:43:29.000000,1,380.00
d97a7289f2179c250fb5b14b0af5dbbf,e6f9f20dad3eec7008b77d10ff08f14c,2021-06-06,2021-06-06 08:57:12.000000,1,1350.00
88e606c16851e1809cc243aa171ae77b,2b1ca7b890e381781bcbfb849b003a1a,2021-07-10,2021-07-10 17:32:53.000000,2,2400.00
489baf32b6c38c0008474a5cd446ab5d,0b7e2607202cb7cafc1afda7ba96a535,2021-06-14,2021-06-14 17:19:52.000000,1,610.00
b4dd0890d84d2c277584d8fae22e18dc,8a09e81751d5d2a9943290afae36f520,2021-07-04,2021-07-04 22:38:09.000000,1,1000.00
6ade55ff68202e20b0a6ccd3140fc8ff,8a09e81751d5d2a9943290afae36f520,2021-06-23,2021-06-23 21:37:09.000000,1,2650.00
3dabdb22f4344b9fe86a80d15873427d,0b7e2607202cb7cafc1afda7ba96a535,2021-06-05,2021-06-05 10:19:19.000000,1,250.00
e96e4a38bf0a19d1cd08e1ba62313b9a,77a44d5cfb595b3545d61aa742268c9b,2021-06-05,2021-06-05 11:16:44.000000,2,5010.00
6c1fcd2e081f7ab8f2b05b9a37a4436a,62519b8f83ec10cacb56d46342ace8f1,2021-06-12,2021-06-12 18:32:49.000000,2,600.00
5e3b512c8bba62b1afb4881c9bfcdf6a,62519b8f83ec10cacb56d46342ace8f1,2021-06-20,2021-06-20 11:42:14.000000,2,4150.00
5c4f66a9b6254eab8f12743a290633a4,0b7e2607202cb7cafc1afda7ba96a535,2021-06-21,2021-06-21 09:52:09.000000,1,850.00
b4555af4ed655f9970a06c855b279516,47348419f65e9ff93ab474a090e66a41,2021-05-31,2021-05-31 07:59:16.000000,1,100.00
785c6e7a9da745a584652c82aa983052,0b7e2607202cb7cafc1afda7ba96a535,2021-07-12,2021-07-12 10:06:59.000000,1,650.00
4a85c8bdeb0d397f47109d21b36ebd24,0b7e2607202cb7cafc1afda7ba96a535,2021-07-02,2021-07-02 16:07:21.000000,1,600.00
b5246a0cac759828e74e826bba378a20,0b7e2607202cb7cafc1afda7ba96a535,2021-07-02,2021-07-02 16:50:40.000000,1,3410.00
1fbc988d42b55ea984c43ace98b85b8b,09ff53617a5f5038297df773580f61a6,2021-06-18,2021-06-18 19:02:52.000000,1,4250.00
93ffaf5ab9f1322961b7834553e5a0d9,6b339b7d02cfba0555465b5af99b37de,2021-07-06,2021-07-06 15:58:25.000000,2,500.00
57bfc46a3331dc97fe0644f9c0a65c4e,77a44d5cfb595b3545d61aa742268c9b,2021-06-26,2021-06-26 11:57:38.000000,2,6570.00
e324e2050ae570e1a409a09f911c63e0,0b7e2607202cb7cafc1afda7ba96a535,2021-07-09,2021-07-09 08:07:24.000000,1,460.00
08e9cd19ba993ee08fcb66bcab7489c3,47348419f65e9ff93ab474a090e66a41,2021-06-01,2021-06-01 09:12:47.000000,1,45.00
8d6c8a08dc25220f454113b323b15702,77a44d5cfb595b3545d61aa742268c9b,2021-07-02,2021-07-02 11:07:04.000000,2,2880.00
8c6a7da718812617cd4e7903bb176614,0b7e2607202cb7cafc1afda7ba96a535,2021-07-15,2021-07-15 12:39:58.000000,1,230.00
30f042d103ef1d87bc7af7d726265f63,0b7e2607202cb7cafc1afda7ba96a535,2021-07-15,2021-07-15 08:03:00.000000,1,750.00
1bf6020caf1c9147d7496cc8cf81ef12,0b7e2607202cb7cafc1afda7ba96a535,2021-07-15,2021-07-15 08:28:15.000000,1,350.00
c6857d48156a3de44cd3753c6157c4b3,09ff53617a5f5038297df773580f61a6,2021-07-15,2021-07-15 15:27:48.000000,2,1250.00
148112d88fe14a31d0fc864eb08540c6,0b7e2607202cb7cafc1afda7ba96a535,2021-07-15,2021-07-15 11:18:20.000000,1,550.00
de77188a17be049ec7c719cec7b5aa41,6b339b7d02cfba0555465b5af99b37de,2021-06-07,2021-06-07 18:35:31.000000,6,1100.00
133637b65e72fddedc8279631434aa25,77a44d5cfb595b3545d61aa742268c9b,2021-06-23,2021-06-23 11:41:17.000000,4,1820.00
d985baf1a80ef2b5e46e0945e0ebcd78,cc535d6609c5a9ed0fec0f30ba78b7fd,2021-06-02,2021-06-02 11:23:07.000000,1,13500.00
42d75c187f912ea06ae1e7ae7014bf9c,0b7e2607202cb7cafc1afda7ba96a535,2021-06-13,2021-06-13 16:10:38.000000,1,550.00
9e14c2834c12d7770ed2bb4ca76bdb18,8a09e81751d5d2a9943290afae36f520,2021-06-29,2021-06-29 14:48:15.000000,1,2600.00
7969d3b419523d5d6feb262cfdb90ba1,8a09e81751d5d2a9943290afae36f520,2021-06-29,2021-06-29 14:52:49.000000,1,1800.00
a2db078bc6be086fb6c13ebfdafaceab,0b7e2607202cb7cafc1afda7ba96a535,2021-07-03,2021-07-03 08:19:46.000000,1,1000.00
25d0842b2139bda23d3d9eea1c44bec8,47348419f65e9ff93ab474a090e66a41,2021-06-03,2021-06-03 10:20:55.000000,1,950.00
9ff19027027ed11ecba956121fd70d12,62519b8f83ec10cacb56d46342ace8f1,2021-07-07,2021-07-07 19:36:54.000000,2,4900.00
706a222ffbdf5fcb558ae057507d2ca5,b951192c7624a51dadac361bca012417,2021-07-10,2021-07-10 10:40:22.000000,1,1100.00
ac796680990394f09a83af51fc56fa99,77a44d5cfb595b3545d61aa742268c9b,2021-06-10,2021-06-10 12:32:21.000000,2,4460.00
b21cabff92a1d7a706940e64244decfc,ddd6bac0f8779a7a0a2e576f833c755a,2021-06-17,2021-06-17 19:54:45.000000,1,800.00
2b8b59b82b116be5686f11840bbdbe31,6b339b7d02cfba0555465b5af99b37de,2021-07-03,2021-07-03 00:17:15.000000,2,1300.00
3ef5bf672fce01a5d69c17070bf6a9d8,6b339b7d02cfba0555465b5af99b37de,2021-06-07,2021-06-07 18:18:45.000000,2,2600.00
ee59d1a4f91123ca688d921fa8608ff5,0b7e2607202cb7cafc1afda7ba96a535,2021-06-28,2021-06-28 07:13:27.000000,1,700.00
b10350fbb78de25cf12ca1e4b57d3591,6b339b7d02cfba0555465b5af99b37de,2021-07-09,2021-07-09 17:24:32.000000,2,2950.00
feb0bb4da3fdf1b90a84af83212dc81f,6b339b7d02cfba0555465b5af99b37de,2021-06-09,2021-06-09 19:26:23.000000,2,1250.00
36d817277b7a9106f263ffd20137d95c,0b7e2607202cb7cafc1afda7ba96a535,2021-06-30,2021-06-30 13:01:14.000000,1,550.00
a15551ad6e5ff4f71bd897da2490987e,cc535d6609c5a9ed0fec0f30ba78b7fd,2021-06-22,2021-06-22 15:34:37.000000,1,11400.00
9178a1ee2fe0060544d1d851e62b1eec,47348419f65e9ff93ab474a090e66a41,2021-06-03,2021-06-03 09:04:12.000000,1,110.00
874511488e7f6b432825b26823a74cce,47348419f65e9ff93ab474a090e66a41,2021-06-03,2021-06-03 09:41:56.000000,1,200.00
ec60602a7d5e77cb90c3e0d4ab86f6ba,0b7e2607202cb7cafc1afda7ba96a535,2021-06-21,2021-06-21 09:15:02.000000,1,1850.00
a032d14bc8b5e52080ca721b42928074,77a44d5cfb595b3545d61aa742268c9b,2021-06-14,2021-06-14 10:31:32.000000,2,4450.00
2bf7ec90394590e8247f8d66e9475111,8a09e81751d5d2a9943290afae36f520,2021-07-01,2021-07-01 21:59:54.000000,1,1800.00
266907de9677982dde9683ef2a60e068,09ff53617a5f5038297df773580f61a6,2021-06-30,2021-06-30 19:19:03.000000,1,3250.00
cfd511dc8cc854f03c6b2668299f22d7,0b7e2607202cb7cafc1afda7ba96a535,2021-07-10,2021-07-10 09:31:31.000000,1,350.00
080379cd701839d04af64ce59b576c90,0b7e2607202cb7cafc1afda7ba96a535,2021-06-18,2021-06-18 10:03:20.000000,1,250.00
7c7135fbcd3bf016c66bc141945c4e8c,0b7e2607202cb7cafc1afda7ba96a535,2021-07-05,2021-07-05 16:20:12.000000,1,600.00
33b1021d2b47bd2edd4eed047b5ba414,0b7e2607202cb7cafc1afda7ba96a535,2021-06-15,2021-06-15 12:25:21.000000,1,2090.00
3528a66dcb2a413ca416416fe2aca267,8a09e81751d5d2a9943290afae36f520,2021-06-23,2021-06-23 13:44:27.000000,1,3450.00
1a82cec318deb30d4aac521e1e5e2879,8a09e81751d5d2a9943290afae36f520,2021-06-09,2021-06-09 21:12:20.000000,1,2800.00
7b381ae3ca4d089d8a9c75b240d0b7bc,0b7e2607202cb7cafc1afda7ba96a535,2021-06-20,2021-06-20 12:44:48.000000,1,1670.00
1ea871eee012278dbfba9d75b1793ccb,0b7e2607202cb7cafc1afda7ba96a535,2021-06-10,2021-06-10 14:35:40.000000,1,400.00
be5f8ecc1f71291e471d6fa631c62154,0b7e2607202cb7cafc1afda7ba96a535,2021-06-05,2021-06-05 07:27:57.000000,1,350.00
1e417bb721b48f26138fde4ecac9aefd,0b7e2607202cb7cafc1afda7ba96a535,2021-06-23,2021-06-23 15:21:56.000000,1,400.00
539c805bf603def25313d4054348b64f,0b7e2607202cb7cafc1afda7ba96a535,2021-07-13,2021-07-13 10:48:03.000000,1,1520.00
9c0579b01129a3ea3dcf0cf39699abfe,3e3735fec1d68ca2f496527b75081f86,2021-07-10,2021-07-10 11:11:22.000000,1,2550.00
21416e6e34ce4988d1f09e99e2d0454b,e6f9f20dad3eec7008b77d10ff08f14c,2021-07-03,2021-07-03 14:26:17.000000,1,2010.00
bb343d75a64130ba83175099b527bcb3,0b7e2607202cb7cafc1afda7ba96a535,2021-07-06,2021-07-06 09:50:11.000000,1,700.00
ca056063f453b503a8af2322f3de488c,0b7e2607202cb7cafc1afda7ba96a535,2021-06-29,2021-06-29 08:51:43.000000,1,350.00
86c983e9318046f82a47efc2450c2e59,0b7e2607202cb7cafc1afda7ba96a535,2021-06-26,2021-06-26 08:01:37.000000,1,300.00
9c0cd374b2821ad2de037d8ee5adf7f5,47348419f65e9ff93ab474a090e66a41,2021-05-31,2021-05-31 09:48:17.000000,1,90.00
1e9b5d92d740dc44819fdfbc94f94237,47348419f65e9ff93ab474a090e66a41,2021-06-02,2021-06-02 16:09:46.000000,1,180.00
05f069942b2715b4bae884621d773232,62519b8f83ec10cacb56d46342ace8f1,2021-07-11,2021-07-11 19:30:35.000000,2,2500.00
c5d1c983d6ec53a664bb2d79f7c71c52,8a09e81751d5d2a9943290afae36f520,2021-07-11,2021-07-11 21:17:35.000000,1,500.00
16ce0d275896fa2b5442e7e9b1225b18,0b7e2607202cb7cafc1afda7ba96a535,2021-06-27,2021-06-27 13:57:44.000000,1,250.00
1855a3d896bb0d20e0e636b4564e02b9,0b7e2607202cb7cafc1afda7ba96a535,2021-06-18,2021-06-18 08:57:29.000000,1,0.00
47738542d7ed4d0d476ea3722cac81d0,47348419f65e9ff93ab474a090e66a41,2021-06-03,2021-06-03 10:05:49.000000,1,710.00
2c4ecafe6cacf37481abb190f6a328c5,47348419f65e9ff93ab474a090e66a41,2021-05-31,2021-05-31 10:43:35.000000,1,1870.00
535ff7d19286b58fb8817bfa92d31312,0b7e2607202cb7cafc1afda7ba96a535,2021-06-18,2021-06-18 08:20:04.000000,1,750.00
4974da5e8f41e8953f3c5fe149e91e6e,77a44d5cfb595b3545d61aa742268c9b,2021-07-01,2021-07-01 12:28:14.000000,4,2410.00
713c7d7432da6a6023062ed43ee7752b,8a09e81751d5d2a9943290afae36f520,2021-06-07,2021-06-07 15:53:15.000000,1,7320.00
ec4cd2b0dfb730de887a40e01293918e,0b7e2607202cb7cafc1afda7ba96a535,2021-06-07,2021-06-07 16:06:47.000000,1,400.00
0f28ac4ff06d9b56d828eb60118365d9,09ff53617a5f5038297df773580f61a6,2021-06-09,2021-06-09 11:03:26.000000,6,3350.00
be6e905fdfd2e62604f6d0461e2ca5d4,ddd6bac0f8779a7a0a2e576f833c755a,2021-07-04,2021-07-04 17:20:57.000000,1,2090.00
b2fa9f49caee4a699c32d018b6f2e1bb,0b7e2607202cb7cafc1afda7ba96a535,2021-06-05,2021-06-05 18:19:25.000000,1,450.00
2776f6e6045d1124069720f09594f13e,09ff53617a5f5038297df773580f61a6,2021-07-08,2021-07-08 18:16:46.000000,1,3200.00
cb84118332e47bc876032707b6d3177d,0b7e2607202cb7cafc1afda7ba96a535,2021-07-11,2021-07-11 11:30:45.000000,1,700.00
7c009f72ad34675141a17366013dcafd,0b7e2607202cb7cafc1afda7ba96a535,2021-07-07,2021-07-07 10:07:16.000000,1,350.00
9ddf6327284b2d844a9a59c6e7d16f7a,0b7e2607202cb7cafc1afda7ba96a535,2021-06-04,2021-06-04 08:05:48.000000,1,650.00
40b38aba9e380b27f828a5a950f3ea1d,b951192c7624a51dadac361bca012417,2021-07-09,2021-07-09 10:46:14.000000,1,1900.00
e1435d19c0b4eb7a1967cca37557a46f,0b7e2607202cb7cafc1afda7ba96a535,2021-07-13,2021-07-13 08:46:02.000000,1,500.00
4c23a9c45bcb357b1c30eed04d398186,b951192c7624a51dadac361bca012417,2021-07-13,2021-07-13 09:59:00.000000,1,550.00
571b6ed8d68407c6ac708a2f652dad6b,0b7e2607202cb7cafc1afda7ba96a535,2021-06-18,2021-06-18 11:24:36.000000,1,350.00
134cfbbe008a9e59a95a1123ff70c51e,d8a7031d63e3762cfac9ac452816f6fe,2021-06-12,2021-06-12 21:19:56.000000,2,3900.00
6330c65f41ce98a24ad540a974d2ecc4,62519b8f83ec10cacb56d46342ace8f1,2021-06-18,2021-06-18 18:21:03.000000,3,8650.00
756a6dc004164a3be214c4629320abd2,d8a7031d63e3762cfac9ac452816f6fe,2021-06-16,2021-06-16 11:21:38.000000,2,4880.00
804d685315ec6c977e88c5c1e6248272,8a09e81751d5d2a9943290afae36f520,2021-07-12,2021-07-12 13:03:45.000000,1,5950.00
48407099eceb77cd63880142517d99cd,62519b8f83ec10cacb56d46342ace8f1,2021-07-07,2021-07-07 19:23:55.000000,6,3850.00
533ef61a38fe4739a75ae9f048e25550,8a09e81751d5d2a9943290afae36f520,2021-07-07,2021-07-07 21:00:25.000000,1,3700.00
